"date_naissance","pays","age","genre","education","statut_marital","syndicat","revenu","religion","immigration","region","int_pol","eff_interne","att_elites","att_autres_groupes","opinion_nation","perc_corruption","perf_gov","part_electorale","vote_sortant","gauche_droite","satisf_demo","id_partisane"
1989,"Ireland",27,1,7,"celibataire",0,4,1,0,"petite ville",3,5,NA,NA,NA,4,4,0,NA,7,4,1
1986,"Ireland",30,0,8,"couple",0,4,1,0,"village",3,2,NA,NA,NA,2,3,1,1,7,3,1
1982,"Ireland",34,1,7,"celibataire",0,4,0,0,"grande ville",4,5,NA,NA,NA,2,4,1,1,7,3,0
1983,"Ireland",33,0,7,"couple",1,5,0,0,"banlieue",4,5,NA,NA,NA,3,2,1,0,2,3,1
1983,"Ireland",33,1,8,"celibataire",0,5,0,0,"village",4,5,NA,NA,NA,3,4,1,0,10,3,0
1986,"Ireland",30,0,8,"celibataire",0,2,1,1,"grande ville",3,5,NA,NA,NA,2,3,1,0,5,3,0
1982,"Ireland",34,0,5,"celibataire",0,NA,1,0,"grande ville",2,4,NA,NA,NA,3,3,1,0,3,3,0
1985,"Ireland",31,0,3,"celibataire",0,NA,1,0,"village",3,4,NA,NA,NA,1,4,1,1,NA,4,0
1951,"Ireland",65,0,4,"couple",0,4,1,0,"banlieue",3,5,NA,NA,NA,1,3,1,1,5,3,0
1976,"Ireland",40,1,8,"couple",0,5,0,0,"banlieue",4,4,NA,NA,NA,1,2,1,0,8,1,0
1988,"Ireland",28,1,4,"celibataire",0,3,0,0,"banlieue",4,5,NA,NA,NA,2,3,1,0,6,3,0
1984,"Ireland",32,0,6,"celibataire",0,NA,1,0,"banlieue",3,4,NA,NA,NA,2,3,0,NA,3,1,1
1983,"Ireland",33,1,7,"celibataire",0,5,0,0,"grande ville",4,5,NA,NA,NA,2,3,1,0,4,3,1
1984,"Ireland",32,1,3,"couple",1,3,0,0,"grande ville",3,5,NA,NA,NA,3,3,1,1,5,1,0
1986,"Ireland",30,1,5,"celibataire",0,2,0,0,"grande ville",4,4,NA,NA,NA,3,2,0,NA,4,3,0
1984,"Ireland",32,1,5,"couple",1,4,0,0,"village",3,5,NA,NA,NA,4,3,1,0,0,3,0
1979,"Ireland",37,1,7,"couple",0,4,0,0,"grande ville",3,4,NA,NA,NA,2,NA,1,1,4,3,0
1971,"Ireland",45,0,5,"couple",0,1,1,0,"petite ville",3,4,NA,NA,NA,2,3,1,0,5,3,0
1967,"Ireland",49,1,3,"couple",0,NA,1,0,"village",3,5,NA,NA,NA,2,4,1,1,8,4,0
1976,"Ireland",40,1,4,"couple",0,4,0,0,"grande ville",3,4,NA,NA,NA,3,2,1,0,4,NA,0
1983,"Ireland",33,1,7,"couple",0,5,0,0,"grande ville",3,4,NA,NA,NA,3,3,1,1,8,3,1
1988,"Ireland",28,0,7,"celibataire",0,1,0,0,"petite ville",3,5,NA,NA,NA,3,2,1,0,8,1,0
1978,"Ireland",38,1,8,"couple",0,5,0,0,"village",4,5,NA,NA,NA,2,1,1,0,3,3,1
1955,"Ireland",61,1,5,"couple",0,5,1,0,"grande ville",4,5,NA,NA,NA,2,NA,1,0,6,4,1
1959,"Ireland",57,1,5,"couple",0,3,1,1,"banlieue",3,5,NA,NA,NA,4,2,1,0,6,3,0
1989,"Ireland",27,1,6,"celibataire",1,3,0,1,"grande ville",4,5,NA,NA,NA,2,2,1,0,3,3,1
1989,"Ireland",27,1,7,"couple",1,3,1,0,"grande ville",3,5,NA,NA,NA,2,2,1,1,7,3,0
1972,"Ireland",44,0,4,"couple",0,5,1,0,"grande ville",4,5,NA,NA,NA,2,3,1,0,8,3,0
1974,"Ireland",42,0,5,"couple",1,NA,1,0,"village",3,3,NA,NA,NA,2,3,1,1,NA,3,0
1991,"Ireland",25,0,7,"celibataire",0,3,0,1,"banlieue",4,4,NA,NA,NA,2,3,1,0,4,1,0
1974,"Ireland",42,0,3,"celibataire",0,1,0,1,"petite ville",1,1,NA,NA,NA,2,3,0,NA,NA,NA,0
1973,"Ireland",43,1,7,"couple",0,NA,0,0,"banlieue",4,4,NA,NA,NA,2,3,1,0,5,3,1
1986,"Ireland",30,1,4,"celibataire",1,2,0,0,"petite ville",3,4,NA,NA,NA,4,2,1,0,3,NA,0
1975,"Ireland",41,1,5,"couple",0,2,1,0,"village",3,5,NA,NA,NA,2,3,1,0,4,NA,1
1971,"Ireland",45,0,7,"couple",1,2,0,0,"grande ville",4,5,NA,NA,NA,2,3,1,0,6,3,0
1979,"Ireland",37,0,4,"celibataire",0,NA,1,NA,"grande ville",4,5,NA,NA,NA,1,3,1,1,NA,3,0
1979,"Ireland",37,0,8,"couple",0,3,1,0,"village",3,4,NA,NA,NA,2,3,1,1,6,3,0
1984,"Ireland",32,0,4,"couple",0,1,1,0,"banlieue",2,2,NA,NA,NA,3,3,1,1,5,3,0
1987,"Ireland",29,1,4,"couple",0,4,1,0,"village",3,4,NA,NA,NA,3,4,1,1,7,3,0
1984,"Ireland",32,0,5,"couple",1,5,0,0,"grande ville",4,5,NA,NA,NA,2,4,1,1,6,3,1
1974,"Ireland",42,1,5,"couple",0,NA,1,0,"village",4,5,NA,NA,NA,2,4,1,1,9,4,0
1990,"Ireland",26,0,4,"celibataire",0,3,1,1,"petite ville",3,4,NA,NA,NA,2,3,1,0,NA,3,0
1978,"Ireland",38,1,7,"celibataire",0,4,1,0,"banlieue",3,5,NA,NA,NA,3,3,1,0,6,3,0
1985,"Ireland",31,1,7,"couple",0,5,0,0,"banlieue",4,4,NA,NA,NA,3,3,1,1,3,1,0
1974,"Ireland",42,1,8,"couple",0,1,1,0,"grande ville",4,5,NA,NA,NA,3,3,0,NA,7,3,0
1972,"Ireland",44,1,5,"celibataire",0,4,1,0,"grande ville",2,4,NA,NA,NA,3,3,1,1,5,3,0
1988,"Ireland",28,1,8,"celibataire",0,4,1,0,"grande ville",4,5,NA,NA,NA,4,3,1,1,6,1,0
1978,"Ireland",38,1,4,"couple",0,3,1,0,"village",3,4,NA,NA,NA,2,4,1,1,10,3,1
1966,"Ireland",50,0,8,"celibataire",0,4,0,0,"petite ville",4,5,NA,NA,NA,1,3,0,NA,3,3,0
1979,"Ireland",37,1,7,"celibataire",0,4,1,0,"village",4,5,NA,NA,NA,1,3,1,1,7,3,0
1975,"Ireland",41,1,5,"couple",0,5,0,1,"grande ville",3,4,NA,NA,NA,2,3,1,0,5,3,0
1968,"Ireland",48,1,7,"couple",0,5,1,0,"village",4,4,NA,NA,NA,2,3,1,0,9,4,0
1978,"Ireland",38,1,7,"couple",0,4,0,0,"grande ville",3,4,NA,NA,NA,2,3,1,0,3,1,0
1985,"Ireland",31,0,4,"celibataire",1,2,1,1,"petite ville",3,4,NA,NA,NA,4,2,1,1,1,1,0
1971,"Ireland",45,0,4,"celibataire",0,1,0,0,"grande ville",3,1,NA,NA,NA,3,2,1,0,5,3,0
1949,"Ireland",67,0,4,"couple",0,3,1,0,"village",4,4,NA,NA,NA,1,3,1,0,5,3,1
1974,"Ireland",42,1,4,"couple",0,2,1,1,"grande ville",2,5,NA,NA,NA,2,3,1,1,5,3,0
1973,"Ireland",43,1,8,"couple",0,NA,0,0,"banlieue",3,5,NA,NA,NA,4,1,0,NA,10,NA,1
1975,"Ireland",41,0,5,"couple",0,3,1,0,"village",3,4,NA,NA,NA,3,3,1,0,5,3,1
1997,"Ireland",19,0,3,"celibataire",0,NA,1,0,"village",3,4,NA,NA,NA,2,3,0,NA,7,3,0
1972,"Ireland",44,0,7,"couple",1,4,1,0,"grande ville",3,2,NA,NA,NA,2,3,1,1,4,4,1
1977,"Ireland",39,0,5,"celibataire",0,2,0,0,"grande ville",4,5,NA,NA,NA,4,3,1,0,10,4,1
1971,"Ireland",45,1,3,"couple",0,2,1,0,"village",2,4,NA,NA,NA,3,4,1,0,NA,1,1
1971,"Ireland",45,1,8,"couple",0,5,1,0,"banlieue",4,4,NA,NA,NA,2,3,1,1,7,3,0
1976,"Ireland",40,1,4,"couple",0,5,1,0,"village",4,5,NA,NA,NA,2,4,1,1,9,3,1
1975,"Ireland",41,0,7,NA,0,5,1,0,"village",2,4,NA,NA,NA,3,3,1,1,8,3,0
1975,"Ireland",41,0,7,"couple",0,4,0,1,"grande ville",4,4,NA,NA,NA,3,3,1,0,5,3,0
1965,"Ireland",51,1,4,"couple",0,1,0,1,"village",2,2,NA,NA,NA,3,3,1,0,8,1,0
1980,"Ireland",36,1,4,"couple",0,4,0,0,"village",4,5,NA,NA,NA,3,2,1,0,5,NA,0
1976,"Ireland",40,0,3,"celibataire",1,2,0,0,"grande ville",1,1,NA,NA,NA,2,2,1,0,5,3,1
1988,"Ireland",28,1,5,"celibataire",0,NA,1,0,"grande ville",2,4,NA,NA,NA,3,3,1,1,6,3,1
1980,"Ireland",36,0,8,"couple",0,5,0,0,"grande ville",4,5,NA,NA,NA,2,3,1,0,3,3,0
1981,"Ireland",35,1,9,"celibataire",0,2,1,0,"grande ville",4,4,NA,NA,NA,2,3,1,0,3,3,0
1971,"Ireland",45,1,3,"couple",0,NA,0,0,"banlieue",4,5,NA,NA,NA,3,1,1,0,5,NA,1
1969,"Ireland",47,1,5,"couple",1,4,0,0,"banlieue",3,4,NA,NA,NA,2,2,1,0,3,3,0
1980,"Ireland",36,0,8,"celibataire",0,NA,0,0,"petite ville",4,4,NA,NA,NA,3,2,1,0,3,3,0
1975,"Ireland",41,0,5,"couple",0,NA,1,0,"banlieue",3,5,NA,NA,NA,3,2,1,0,7,1,0
1979,"Ireland",37,1,5,"celibataire",0,1,0,0,"banlieue",2,5,NA,NA,NA,2,3,1,0,0,3,0
1979,"Ireland",37,1,4,"couple",1,5,1,0,"banlieue",3,4,NA,NA,NA,3,3,1,1,7,3,0
1975,"Ireland",41,1,7,"celibataire",0,1,1,0,"grande ville",3,4,NA,NA,NA,2,3,1,0,9,3,0
1972,"Ireland",44,1,5,"couple",1,2,1,0,"village",3,5,NA,NA,NA,2,3,1,1,7,3,0
1971,"Ireland",45,1,8,"couple",0,5,0,0,"village",3,5,NA,NA,NA,2,3,0,NA,6,4,0
1997,"Ireland",19,1,4,"celibataire",0,3,1,0,"village",3,4,NA,NA,NA,3,3,1,0,6,3,0
1977,"Ireland",39,1,4,"celibataire",0,2,0,0,"banlieue",4,5,NA,NA,NA,3,4,1,1,8,1,0
1973,"Ireland",43,1,5,"couple",1,3,1,0,"petite ville",3,4,NA,NA,NA,4,2,1,0,5,1,0
1992,"Ireland",24,0,7,"celibataire",0,2,1,0,"grande ville",3,5,NA,NA,NA,2,3,1,0,5,4,0
1985,"Ireland",31,1,7,"celibataire",0,4,0,0,"grande ville",3,4,NA,NA,NA,2,3,1,1,7,3,0
1956,"Ireland",60,1,4,"celibataire",0,1,0,0,"village",1,5,NA,NA,NA,4,1,1,1,10,3,0
1956,"Ireland",60,0,7,"celibataire",1,3,0,1,"grande ville",4,5,NA,NA,NA,3,1,0,NA,2,3,0
1961,"Ireland",55,1,5,NA,1,1,0,0,"grande ville",1,4,NA,NA,NA,2,2,0,NA,0,NA,0
1981,"Ireland",35,1,5,"couple",0,NA,0,0,"grande ville",4,5,NA,NA,NA,4,1,0,NA,5,NA,0
1984,"Ireland",32,0,4,"couple",1,1,0,0,"grande ville",1,4,NA,NA,NA,3,3,0,NA,NA,3,0
1972,"Ireland",44,0,8,"couple",0,5,0,0,"village",3,5,NA,NA,NA,2,3,0,NA,0,3,0
1980,"Ireland",36,1,7,"celibataire",0,4,0,1,"banlieue",4,4,NA,NA,NA,3,3,1,0,6,1,1
1979,"Ireland",37,0,5,"couple",1,5,1,0,"grande ville",3,1,NA,NA,NA,3,3,1,0,10,3,1
1977,"Ireland",39,1,7,"couple",0,5,0,0,"petite ville",4,5,NA,NA,NA,2,1,1,0,3,3,1
1995,"Ireland",21,0,7,"couple",0,1,0,0,"grande ville",2,2,NA,NA,NA,3,3,0,NA,3,3,0
1985,"Ireland",31,1,7,"celibataire",0,5,1,0,"grande ville",3,4,NA,NA,NA,2,3,1,1,6,3,0
1953,"Ireland",63,0,5,NA,0,1,0,0,"village",4,5,NA,NA,NA,3,3,1,1,6,3,1
1989,"Ireland",27,1,4,"celibataire",0,2,0,0,"village",3,4,NA,NA,NA,2,3,1,0,5,3,0
1982,"Ireland",34,0,5,"celibataire",0,NA,1,0,"village",4,3,NA,NA,NA,3,2,1,0,NA,3,1
1973,"Ireland",43,1,4,"celibataire",1,5,0,0,"grande ville",2,5,NA,NA,NA,4,3,0,NA,7,3,0
1975,"Ireland",41,1,5,"couple",0,4,1,0,"banlieue",4,4,NA,NA,NA,3,2,1,1,3,1,0
1972,"Ireland",44,1,7,"couple",0,5,1,0,"petite ville",4,5,NA,NA,NA,3,1,1,0,4,4,1
1965,"Ireland",51,0,4,"couple",0,2,0,0,"petite ville",2,4,NA,NA,NA,2,3,1,1,8,3,0
1979,"Ireland",37,0,2,"couple",0,4,1,0,"village",3,3,NA,NA,NA,3,3,1,0,NA,3,0
1976,"Ireland",40,1,8,"couple",0,5,0,1,"petite ville",4,5,NA,NA,NA,2,2,1,0,6,3,0
1962,"Ireland",54,0,7,"couple",1,2,1,0,"grande ville",4,5,NA,NA,NA,3,2,1,0,9,4,1
1978,"Ireland",38,1,5,"celibataire",0,3,0,0,"grande ville",3,4,NA,NA,NA,2,3,1,0,5,3,0
1971,"Ireland",45,1,5,"couple",1,4,0,0,"grande ville",4,5,NA,NA,NA,3,1,1,0,0,NA,1
1963,"Ireland",53,0,4,"couple",0,3,1,0,"banlieue",2,3,NA,NA,NA,2,3,1,0,4,4,0
1967,"Ireland",49,0,5,"celibataire",0,3,0,0,"grande ville",4,5,NA,NA,NA,2,2,1,0,7,4,0
1964,"Ireland",52,0,5,"couple",1,4,1,0,"village",3,5,NA,NA,NA,2,2,1,0,6,4,0
1964,"Ireland",52,0,8,"couple",1,5,1,0,"grande ville",3,4,NA,NA,NA,2,2,1,NA,NA,1,0
1971,"Ireland",45,0,7,"celibataire",0,5,0,0,"grande ville",3,4,NA,NA,NA,2,3,1,1,4,3,0
1963,"Ireland",53,0,7,"couple",0,5,1,1,"village",4,5,NA,NA,NA,2,2,1,0,5,4,0
1958,"Ireland",58,1,7,"couple",0,3,1,1,"village",3,4,NA,NA,NA,NA,3,0,NA,7,1,0
1942,"Ireland",74,1,4,"celibataire",0,4,1,1,"grande ville",4,5,NA,NA,NA,2,3,1,0,7,3,0
1962,"Ireland",54,0,4,"celibataire",0,1,1,0,"banlieue",4,5,NA,NA,NA,4,4,1,1,10,4,1
1963,"Ireland",53,0,8,"couple",0,5,0,0,"banlieue",4,4,NA,NA,NA,2,3,1,1,7,1,0
1978,"Ireland",38,1,8,"couple",0,5,0,1,"grande ville",3,4,NA,NA,NA,2,3,1,1,6,3,0
1962,"Ireland",54,0,7,"couple",0,3,0,0,"banlieue",4,5,NA,NA,NA,3,2,1,0,5,NA,0
1964,"Ireland",52,0,4,"couple",0,1,1,0,"grande ville",2,4,NA,NA,NA,3,2,0,NA,5,3,0
1956,"Ireland",60,1,5,"couple",0,4,1,0,"grande ville",4,5,NA,NA,NA,2,3,1,1,4,3,1
1974,"Ireland",42,0,7,"couple",0,2,1,0,"grande ville",3,5,NA,NA,NA,3,3,1,1,5,3,0
NA,"Ireland",NA,0,NA,"couple",NA,NA,NA,NA,"village",4,5,NA,NA,NA,2,2,1,0,5,4,0
1969,"Ireland",47,0,8,"couple",1,5,0,0,"village",3,4,NA,NA,NA,2,2,1,0,NA,3,1
1989,"Ireland",27,1,5,"celibataire",0,NA,0,0,"village",4,5,NA,NA,NA,2,3,1,1,5,4,0
1965,"Ireland",51,0,8,"couple",1,4,1,0,"grande ville",4,5,NA,NA,NA,2,3,1,1,3,3,1
1994,"Ireland",22,0,4,"celibataire",0,NA,0,1,NA,3,1,NA,NA,NA,4,1,0,NA,4,3,0
1968,"Ireland",48,0,6,"couple",0,5,1,0,"banlieue",4,5,NA,NA,NA,2,4,1,1,6,3,0
1974,"Ireland",42,1,6,"couple",0,4,0,0,"banlieue",3,1,NA,NA,NA,2,2,1,0,5,3,1
1958,"Ireland",58,0,8,"couple",1,4,1,0,"grande ville",3,5,NA,NA,NA,3,3,1,0,8,NA,0
1962,"Ireland",54,0,5,NA,0,1,1,0,"grande ville",4,4,NA,NA,NA,4,3,1,1,3,3,0
1957,"Ireland",59,0,3,"celibataire",0,1,1,0,"banlieue",3,4,NA,NA,NA,2,3,1,0,NA,3,1
1988,"Ireland",28,1,8,"couple",0,2,0,0,"petite ville",3,4,NA,NA,NA,2,3,1,0,4,4,0
1938,"Ireland",78,0,5,"couple",0,NA,1,0,"grande ville",3,4,NA,NA,NA,3,3,1,0,5,1,0
1978,"Ireland",38,0,4,"couple",0,3,0,0,"grande ville",3,4,NA,NA,NA,2,2,1,0,4,4,1
1983,"Ireland",33,1,7,"celibataire",0,5,1,0,NA,3,5,NA,NA,NA,1,4,1,1,7,NA,0
1932,"Ireland",84,0,5,"celibataire",0,NA,1,1,"village",4,5,NA,NA,NA,2,3,1,0,6,1,0
1996,"Ireland",20,0,4,"celibataire",0,4,1,0,"grande ville",4,5,NA,NA,NA,2,1,1,0,7,4,0
1981,"Ireland",35,1,5,"couple",0,5,0,0,"banlieue",4,5,NA,NA,NA,2,3,1,1,6,3,0
NA,"Ireland",NA,1,7,"couple",0,5,0,0,"village",3,5,NA,NA,NA,3,3,1,1,6,1,0
1961,"Ireland",55,0,5,"couple",0,5,1,0,"banlieue",3,4,NA,NA,NA,2,3,1,1,5,1,0
1964,"Ireland",52,0,4,"couple",0,1,1,0,"grande ville",3,2,NA,NA,NA,2,3,1,0,5,3,0
1950,"Ireland",66,1,5,"couple",0,2,0,1,"village",4,5,NA,NA,NA,2,2,1,0,4,1,0
1980,"Ireland",36,0,5,"celibataire",0,1,0,0,"grande ville",3,5,NA,NA,NA,3,1,1,0,7,1,0
1988,"Ireland",28,1,3,"couple",0,2,1,0,"village",3,5,NA,NA,NA,4,3,1,0,10,3,0
1960,"Ireland",56,0,4,"couple",0,NA,1,0,"village",3,4,NA,NA,NA,2,3,1,0,6,3,0
1977,"Ireland",39,1,6,NA,0,3,0,0,"village",4,4,NA,NA,NA,2,3,1,1,6,3,0
1941,"Ireland",75,1,4,NA,0,3,1,0,"village",4,1,NA,NA,NA,4,2,1,0,5,NA,0
1952,"Ireland",64,1,NA,"couple",0,2,1,0,"village",3,5,NA,NA,NA,3,1,1,0,5,3,0
1970,"Ireland",46,0,4,"couple",0,NA,1,0,"grande ville",4,5,NA,NA,NA,2,2,1,NA,5,1,0
1993,"Ireland",23,1,4,"celibataire",0,1,0,0,"grande ville",2,2,NA,NA,NA,3,2,0,NA,2,1,0
1932,"Ireland",84,1,7,"couple",0,NA,0,0,"banlieue",3,5,NA,NA,NA,2,3,1,0,10,4,0
1946,"Ireland",70,0,4,NA,0,1,1,0,NA,3,4,NA,NA,NA,3,3,1,0,4,NA,0
1966,"Ireland",50,1,NA,NA,0,2,1,1,"banlieue",3,5,NA,NA,NA,3,3,1,0,NA,3,0
1959,"Ireland",57,0,3,"couple",1,4,1,0,"banlieue",4,4,NA,NA,NA,4,3,1,1,5,3,0
1958,"Ireland",58,1,5,"couple",0,4,1,0,"village",3,4,NA,NA,NA,3,3,1,1,7,3,0
1990,"Ireland",26,1,6,"celibataire",0,3,1,0,"grande ville",3,5,NA,NA,NA,3,4,1,0,5,1,0
1966,"Ireland",50,0,5,"couple",0,3,0,0,"village",3,5,NA,NA,NA,2,3,1,0,7,3,0
1971,"Ireland",45,1,7,"couple",0,5,1,0,"grande ville",3,5,NA,NA,NA,3,1,1,0,6,NA,1
1979,"Ireland",37,0,5,"couple",0,3,0,0,"petite ville",3,4,NA,NA,NA,4,2,1,0,7,NA,0
1974,"Ireland",42,1,7,"couple",0,5,1,1,"banlieue",4,5,NA,NA,NA,2,3,1,0,9,1,0
1955,"Ireland",61,1,4,"couple",0,2,1,0,"grande ville",3,4,NA,NA,NA,2,3,1,1,8,3,0
1968,"Ireland",48,0,7,"couple",0,5,1,1,"grande ville",3,4,NA,NA,NA,3,3,1,0,6,3,0
1968,"Ireland",48,0,4,NA,0,5,1,0,"grande ville",4,5,NA,NA,NA,3,3,1,1,NA,NA,0
1940,"Ireland",76,0,5,"couple",0,2,1,0,"grande ville",4,4,NA,NA,NA,2,3,1,0,7,4,0
1970,"Ireland",46,0,4,"couple",1,4,1,0,"village",4,5,NA,NA,NA,3,2,1,0,5,1,1
1965,"Ireland",51,0,4,"couple",0,5,1,0,"banlieue",3,4,NA,NA,NA,1,3,1,1,6,4,0
1966,"Ireland",50,0,4,"couple",1,2,1,0,"village",3,4,NA,NA,NA,2,2,1,0,5,3,0
1963,"Ireland",53,1,4,"couple",0,5,0,0,"village",2,2,NA,NA,NA,2,3,1,0,7,3,0
1959,"Ireland",57,0,4,"couple",0,2,1,0,"grande ville",2,5,NA,NA,NA,3,3,1,0,4,3,0
1970,"Ireland",46,0,8,"couple",0,4,1,0,"village",2,5,NA,NA,NA,2,3,1,1,5,3,0
1976,"Ireland",40,1,3,"celibataire",1,3,0,0,"grande ville",3,2,NA,NA,NA,3,3,0,NA,7,1,0
1970,"Ireland",46,0,8,"couple",0,5,1,0,"village",4,4,NA,NA,NA,2,3,1,1,7,4,1
1939,"Ireland",77,0,4,"couple",0,NA,1,0,"banlieue",4,4,NA,NA,NA,2,3,1,1,6,3,1
1970,"Ireland",46,0,6,"couple",0,3,1,0,"grande ville",4,5,NA,NA,NA,4,1,1,0,2,NA,1
1967,"Ireland",49,0,6,"couple",0,4,1,0,"grande ville",4,5,NA,NA,NA,2,3,1,1,7,3,0
1967,"Ireland",49,0,4,"couple",0,NA,0,0,"village",2,4,NA,NA,NA,1,4,1,0,8,3,0
1967,"Ireland",49,1,4,"couple",1,5,1,0,"village",4,5,NA,NA,NA,3,3,1,0,4,3,0
1963,"Ireland",53,0,5,"couple",1,4,1,0,"village",4,4,NA,NA,NA,3,2,1,0,5,3,1
1962,"Ireland",54,0,4,"couple",0,1,0,0,"grande ville",2,2,NA,NA,NA,4,2,1,0,4,NA,0
NA,"Ireland",NA,0,6,"couple",0,NA,1,0,"village",4,4,NA,NA,NA,2,3,1,1,5,3,0
1967,"Ireland",49,0,4,"couple",0,4,1,0,"banlieue",4,4,NA,NA,NA,3,3,1,0,5,3,0
1975,"Ireland",41,1,4,"celibataire",0,1,0,0,"petite ville",1,1,NA,NA,NA,4,1,0,NA,5,4,1
1979,"Ireland",37,0,4,"couple",0,3,1,0,"banlieue",4,4,NA,NA,NA,2,3,1,0,3,3,1
1981,"Ireland",35,1,7,"celibataire",0,NA,1,0,"banlieue",3,4,NA,NA,NA,2,3,1,0,8,3,0
1992,"Ireland",24,0,5,"couple",0,2,0,1,"grande ville",2,4,NA,NA,NA,2,3,1,0,2,1,0
1948,"Ireland",68,0,4,"couple",0,2,0,0,"village",2,5,NA,NA,NA,2,3,1,1,5,3,0
1988,"Ireland",28,1,8,"couple",0,5,1,0,"grande ville",4,5,NA,NA,NA,1,3,1,1,6,4,0
1986,"Ireland",30,0,7,"celibataire",0,1,0,0,"village",2,1,NA,NA,NA,3,2,0,NA,8,1,0
1988,"Ireland",28,1,8,"celibataire",0,2,1,0,"grande ville",4,4,NA,NA,NA,2,3,1,0,4,3,1
1963,"Ireland",53,0,8,"couple",1,1,0,0,"village",3,4,NA,NA,NA,2,3,1,0,6,3,0
1982,"Ireland",34,0,4,"celibataire",0,3,0,0,"grande ville",3,2,NA,NA,NA,4,1,1,0,5,NA,1
1984,"Ireland",32,1,7,"celibataire",0,NA,0,0,"grande ville",3,5,NA,NA,NA,2,4,0,NA,5,4,1
1990,"Ireland",26,0,3,"couple",0,1,0,0,"grande ville",4,5,NA,NA,NA,3,1,1,0,1,1,1
1990,"Ireland",26,1,7,"celibataire",0,2,0,1,"banlieue",3,4,NA,NA,NA,4,3,1,0,4,3,0
1987,"Ireland",29,1,7,"celibataire",0,1,0,0,"banlieue",3,4,NA,NA,NA,2,4,0,NA,6,3,0
1991,"Ireland",25,0,6,"couple",0,4,0,0,"grande ville",4,4,NA,NA,NA,2,3,1,0,6,3,0
1981,"Ireland",35,1,5,"celibataire",0,2,0,0,"village",3,2,NA,NA,NA,1,2,1,0,5,3,0
1994,"Ireland",22,1,5,"celibataire",0,4,0,0,"village",3,4,NA,NA,NA,3,3,1,0,5,3,0
1995,"Ireland",21,1,4,"couple",0,2,1,0,"village",4,4,NA,NA,NA,3,2,1,0,NA,1,0
1990,"Ireland",26,1,8,"celibataire",0,2,0,0,"grande ville",4,5,NA,NA,NA,3,3,1,0,4,3,0
1982,"Ireland",34,1,8,"couple",0,2,0,0,"petite ville",3,4,NA,NA,NA,3,3,1,1,4,1,1
NA,"Ireland",NA,0,NA,"celibataire",NA,NA,NA,NA,"banlieue",1,1,NA,NA,NA,4,1,0,NA,NA,NA,0
1988,"Ireland",28,1,8,"celibataire",0,1,1,0,"grande ville",3,4,NA,NA,NA,2,4,1,1,6,1,0
1982,"Ireland",34,0,5,"couple",0,2,1,0,"grande ville",3,4,NA,NA,NA,4,1,1,0,NA,NA,0
1955,"Ireland",61,0,4,"celibataire",1,NA,1,0,"village",3,5,NA,NA,NA,2,3,1,0,8,3,0
1995,"Ireland",21,1,3,"celibataire",0,4,0,0,"banlieue",4,5,NA,NA,NA,3,2,1,0,5,3,0
1980,"Ireland",36,1,7,"couple",0,2,0,0,"village",3,2,NA,NA,NA,4,3,0,NA,4,4,0
1983,"Ireland",33,1,7,"celibataire",0,1,0,0,"village",4,5,NA,NA,NA,1,3,1,0,5,4,1
1981,"Ireland",35,1,7,"celibataire",0,3,1,0,"petite ville",3,4,NA,NA,NA,2,3,1,1,4,3,1
1990,"Ireland",26,0,8,"celibataire",0,2,0,0,"grande ville",4,5,NA,NA,NA,3,3,1,1,4,3,0
1986,"Ireland",30,1,8,"celibataire",0,5,0,0,"banlieue",4,3,NA,NA,NA,2,3,1,0,4,3,1
1984,"Ireland",32,1,4,"celibataire",0,2,1,0,"banlieue",4,4,NA,NA,NA,1,3,1,1,10,4,0
1990,"Ireland",26,1,6,"celibataire",0,2,0,1,"petite ville",4,4,NA,NA,NA,3,2,0,NA,3,1,1
1984,"Ireland",32,1,8,"couple",0,NA,NA,NA,"banlieue",4,5,NA,NA,NA,3,3,1,1,8,1,0
1992,"Ireland",24,1,8,"celibataire",0,2,0,0,"petite ville",4,5,NA,NA,NA,3,2,1,0,9,1,0
1985,"Ireland",31,0,8,"celibataire",1,2,0,0,"petite ville",4,5,NA,NA,NA,2,2,1,0,2,1,0
1991,"Ireland",25,0,5,"celibataire",0,2,1,0,"petite ville",3,5,NA,NA,NA,3,2,1,1,6,3,0
1985,"Ireland",31,1,6,"couple",0,4,0,0,"grande ville",3,4,NA,NA,NA,3,2,1,0,NA,3,0
1964,"Ireland",52,0,3,"couple",1,5,1,0,"banlieue",3,4,NA,NA,NA,2,2,1,0,5,NA,0
1989,"Ireland",27,1,6,"couple",1,4,0,0,"grande ville",4,5,NA,NA,NA,2,3,1,0,4,3,1
1991,"Ireland",25,1,7,NA,1,1,0,0,NA,4,5,NA,NA,NA,2,3,1,1,6,3,0
1991,"Ireland",25,1,7,"celibataire",0,2,1,0,"petite ville",4,4,NA,NA,NA,2,3,1,0,4,3,0
1982,"Ireland",34,1,7,"couple",0,5,1,0,"village",4,5,NA,NA,NA,1,3,1,0,6,3,0
1983,"Ireland",33,1,6,"couple",0,5,0,0,"banlieue",4,5,NA,NA,NA,2,3,1,0,5,3,0
1986,"Ireland",30,0,6,"couple",0,3,0,1,"village",3,5,NA,NA,NA,2,3,1,1,2,3,0
1983,"Ireland",33,1,4,"couple",0,2,1,0,"grande ville",3,4,NA,NA,NA,2,1,0,NA,7,1,0
